Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,predict,real
49,1,0,3,1,5,1,39,2,1,3,2221.0,1291,930.0,0.785,8618,98,0.815,0.581,1,1,1
61,1,0,5,3,1,1,36,2,3,3,6959.0,945,6014.0,0.816,4553,84,0.7140000000000001,0.136,1,1,1
60,0,2,5,3,1,1,54,1,2,2,3356.0,1664,1692.0,0.862,5200,81,0.929,0.496,1,1,1
32,1,1,3,2,4,1,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0,1,0
49,1,2,5,3,4,1,43,4,4,4,15377.0,1516,13861.0,0.627,1848,49,1.042,0.099,1,1,1
43,0,3,3,1,1,1,25,5,1,2,10305.0,1870,8435.0,0.722,4018,63,0.8,0.181,1,1,1
61,1,1,5,0,4,1,53,1,1,2,6157.0,581,5576.0,0.583,4041,65,0.5479999999999999,0.094,0,1,0
48,1,3,5,0,4,1,35,5,1,3,2829.0,2342,487.0,0.991,1561,41,1.05,0.828,1,1,1
48,1,4,5,3,4,1,36,2,3,3,2072.0,1499,573.0,0.598,4091,71,0.6509999999999999,0.723,1,1,1
34,1,5,5,3,4,1,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763,1,1,1
49,0,4,2,3,1,1,36,4,1,3,29939.0,0,29939.0,0.963,4305,63,0.6579999999999999,0.0,1,1,1
58,0,2,3,2,1,3,36,5,4,3,34516.0,1864,32652.0,0.664,3595,52,0.733,0.054000000000000006,1,1,1
33,0,1,3,1,2,1,25,6,3,4,6193.0,695,5498.0,0.632,2456,69,0.725,0.112,1,1,1
48,0,2,2,3,1,1,38,1,3,3,2186.0,1017,1169.0,0.617,4629,77,0.7909999999999999,0.465,1,1,1
48,0,3,5,1,2,1,43,3,3,4,1502.0,0,1502.0,0.529,2204,36,0.44,0.0,0,0,0
56,1,1,2,3,6,1,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.5710000000000001,0.093,1,1,1
52,1,3,1,1,5,1,36,3,4,1,2516.0,1268,1248.0,0.7509999999999999,4461,80,0.818,0.504,1,1,1
49,1,1,5,0,3,2,41,6,1,3,20231.0,977,19254.0,0.893,1215,36,0.7140000000000001,0.048,1,1,1
51,0,1,5,3,2,1,40,3,3,0,2774.0,1362,1412.0,0.866,4802,91,0.685,0.491,1,1,1
49,0,3,2,3,2,1,42,6,1,2,3949.0,1463,2486.0,1.072,4124,57,0.8390000000000001,0.37,1,1,1
55,0,3,5,1,2,1,36,3,3,5,2060.0,0,2060.0,0.251,1976,44,0.257,0.0,0,0,0
51,1,3,1,1,5,1,36,4,1,2,5611.0,0,5611.0,0.6970000000000001,16557,120,0.622,0.0,1,1,1
56,0,0,6,3,2,1,51,4,2,3,3617.0,878,2739.0,0.777,5416,76,0.9,0.243,1,1,1
46,0,4,5,3,1,1,39,4,3,3,3257.0,0,3257.0,0.757,4042,85,0.848,0.0,1,1,1
35,0,4,4,3,2,1,31,3,3,4,2933.0,1011,1922.0,0.8140000000000001,5089,71,0.868,0.345,1,1,1
47,0,1,2,3,2,1,36,6,3,3,2245.0,1503,742.0,0.754,3344,54,0.5429999999999999,0.669,1,1,1
52,1,3,2,0,6,1,46,2,4,4,13354.0,0,13354.0,0.018000000000000002,1097,28,0.077,0.0,0,0,0
57,1,2,5,3,5,1,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162,1,1,1
39,1,3,2,1,4,1,26,4,2,1,2973.0,1136,1837.0,0.7290000000000001,4342,87,0.7759999999999999,0.382,1,1,1
39,0,1,5,3,2,1,34,6,3,5,6458.0,1802,4656.0,0.923,2315,49,0.581,0.279,1,1,1
60,0,0,3,3,2,1,50,6,0,1,3466.0,973,2493.0,0.652,4073,69,0.605,0.281,1,1,1
41,0,2,5,1,2,1,30,3,2,2,3028.0,2270,758.0,0.804,4727,78,0.66,0.75,1,1,1
40,0,3,2,1,2,1,27,5,4,2,2035.0,0,2035.0,0.779,4107,82,0.7829999999999999,0.0,1,1,1
36,1,3,3,3,5,1,36,5,3,2,2607.0,1880,727.0,1.464,2045,39,0.95,0.721,1,1,1
46,0,1,4,3,2,1,23,5,2,1,1723.0,1010,713.0,0.7040000000000001,4112,82,0.8640000000000001,0.586,1,1,1
57,0,2,1,3,2,1,45,4,2,0,2494.0,1639,855.0,0.858,1555,39,0.625,0.657,1,1,1
34,1,2,5,1,5,2,22,4,3,3,34516.0,1263,33253.0,0.603,2759,65,0.8059999999999999,0.037000000000000005,1,1,1
52,1,2,5,1,6,1,44,5,1,1,34516.0,2174,32342.0,0.426,1616,50,0.515,0.063,1,1,1
46,0,1,2,2,2,1,36,5,3,3,2483.0,2049,434.0,0.69,4421,74,0.51,0.825,1,1,1
59,0,2,2,1,2,1,54,5,1,2,9344.0,1334,8010.0,0.375,4154,60,0.818,0.14300000000000002,1,1,1
51,0,5,1,3,2,1,39,6,2,4,5455.0,1217,4238.0,0.66,3863,67,0.8109999999999999,0.223,1,1,1
54,0,1,4,3,1,1,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,1,1,1
49,0,3,5,2,2,1,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0.0,0,0,0
45,1,4,3,2,2,1,34,4,2,3,3489.0,2517,972.0,0.721,2684,39,0.56,0.721,0,1,0
31,1,2,5,1,3,1,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.18600000000000005,1,1,1
37,0,2,4,1,3,1,32,2,1,3,3680.0,683,2997.0,0.85,4835,77,0.75,0.18600000000000005,1,1,1
50,1,2,5,1,5,1,35,3,3,1,2514.0,1521,993.0,0.638,1636,36,0.385,0.605,1,1,1
46,0,5,5,1,2,1,38,4,5,2,2799.0,2412,387.0,0.877,4634,91,0.75,0.862,1,1,1
60,0,1,6,1,3,1,50,4,1,2,4606.0,0,4606.0,0.857,4181,63,1.032,0.0,1,1,1
53,1,3,2,3,4,2,38,1,3,2,32417.0,871,31546.0,0.911,14381,121,0.862,0.027000000000000003,1,1,1
48,1,4,3,0,4,1,30,3,3,2,14670.0,1900,12770.0,0.8059999999999999,4221,83,0.7659999999999999,0.13,1,1,1
45,1,3,6,3,3,1,39,3,1,2,4409.0,1753,2656.0,0.55,4292,76,0.652,0.398,1,1,1
49,1,1,3,3,4,1,36,2,3,2,2465.0,1334,1131.0,0.95,4806,83,0.7659999999999999,0.541,1,1,1
42,0,1,3,3,2,1,36,4,3,1,2190.0,1299,891.0,0.938,5026,77,0.711,0.593,1,1,1
58,1,4,3,3,3,1,47,6,3,4,7803.0,1885,5918.0,0.531,1199,25,0.316,0.242,1,1,1
44,0,2,1,1,2,1,32,3,1,4,6472.0,2128,4344.0,0.58,3592,66,0.833,0.329,1,1,1
48,1,1,4,3,4,1,44,2,3,1,15355.0,1823,13532.0,0.809,15053,111,1.018,0.119,1,1,1
63,1,1,3,3,4,1,56,3,2,4,7216.0,2321,4895.0,0.491,1734,38,0.583,0.322,1,1,1
53,0,1,5,2,2,1,46,5,4,3,3424.0,1333,2091.0,0.667,4485,61,0.6940000000000001,0.389,1,1,1
60,0,2,2,0,3,1,52,4,3,2,2676.0,1740,936.0,0.735,3863,69,0.725,0.65,1,1,1
44,0,2,5,3,2,1,37,4,5,4,3203.0,2076,1127.0,0.5429999999999999,1433,38,1.0,0.648,1,1,1
44,0,4,7,3,1,1,36,5,2,4,8667.0,1775,6892.0,0.7290000000000001,3939,69,0.5329999999999999,0.205,1,1,1
43,0,2,2,1,2,1,36,5,2,4,1736.0,1513,223.0,0.8290000000000001,3462,67,0.5579999999999999,0.872,1,1,1
50,1,0,3,1,6,2,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,1,1,1
35,1,2,3,3,5,1,22,3,1,4,3023.0,1435,1588.0,0.62,1920,34,0.619,0.475,1,1,1
49,1,2,2,3,4,1,42,3,3,2,3783.0,0,3783.0,0.59,4383,82,0.7829999999999999,0.0,1,1,1
43,1,2,5,3,5,1,38,2,1,2,34516.0,0,34516.0,0.674,14160,124,0.7709999999999999,0.0,1,1,1
61,1,1,5,0,4,1,49,6,2,2,16929.0,1838,15091.0,0.551,4799,79,0.519,0.109,1,1,1
48,0,3,6,3,1,1,36,3,1,3,20631.0,2048,18583.0,0.6759999999999999,4827,77,0.711,0.099,1,1,1
51,1,2,3,3,5,1,40,4,3,2,8169.0,794,7375.0,0.665,4927,70,0.944,0.097,1,1,1
45,0,2,5,0,2,1,36,3,1,1,2723.0,1902,821.0,0.723,3875,84,0.75,0.698,1,1,1
49,1,1,7,3,6,1,38,6,1,3,9364.0,618,8746.0,0.5539999999999999,1099,27,0.8,0.066,1,1,1
42,0,2,7,3,1,1,30,4,3,5,14828.0,1513,13315.0,0.748,15572,113,0.614,0.102,1,1,1
56,0,1,5,3,2,1,36,2,1,2,5158.0,1148,4010.0,0.637,13113,128,0.882,0.223,1,1,1
50,1,4,5,1,5,1,36,3,2,4,14804.0,1696,13108.0,0.959,15237,111,0.7340000000000001,0.115,1,1,1
50,1,3,4,1,5,2,36,3,3,2,34516.0,2517,31999.0,0.735,7155,66,0.65,0.073,0,1,0
52,1,3,1,1,5,1,44,1,2,4,3526.0,2429,1097.0,0.7120000000000001,7775,63,0.909,0.6890000000000001,0,1,0
39,0,3,2,1,1,1,27,6,2,1,5363.0,0,5363.0,0.67,4121,78,0.625,0.0,1,1,1
60,0,1,2,3,2,1,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,1,1,1
47,0,3,1,3,3,1,41,5,3,3,7553.0,660,6893.0,0.5489999999999999,4079,67,0.457,0.087,1,1,1
63,1,1,1,1,4,2,53,5,4,4,25502.0,1450,24052.0,0.797,4323,81,0.688,0.057,1,1,1
58,1,2,1,1,4,1,48,2,1,2,2236.0,710,1526.0,0.434,2562,38,0.462,0.318,0,1,0
60,0,1,7,1,1,2,48,1,2,1,34516.0,1542,32974.0,0.603,7443,98,0.556,0.045,1,1,1
55,0,1,2,0,2,1,36,1,2,1,3150.0,2222,928.0,0.794,14750,96,0.655,0.705,1,1,1
61,1,1,5,1,2,1,54,3,3,1,7169.0,629,6540.0,0.807,8216,80,0.509,0.08800000000000001,1,1,1
35,0,1,5,3,3,1,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.1740000000000002,0.7440000000000001,1,1,1
47,0,3,6,3,2,1,28,1,3,1,8257.0,961,7296.0,0.741,13769,104,0.857,0.116,1,1,1
51,1,0,7,1,4,1,36,6,2,3,3232.0,1346,1886.0,0.6970000000000001,5102,69,0.643,0.416,1,1,1
56,1,0,4,3,5,1,51,3,2,3,14501.0,0,14501.0,0.8540000000000001,1031,25,0.389,0.0,0,0,0
44,0,2,5,3,2,1,30,3,2,3,9598.0,1092,8506.0,0.6,2216,54,0.588,0.114,1,1,1
39,1,2,5,1,3,1,26,6,3,2,6423.0,0,6423.0,1.051,4295,70,0.795,0.0,1,1,1
54,1,3,2,3,2,1,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821,1,1,1
45,1,3,5,3,4,1,41,6,3,3,9106.0,2477,6629.0,0.515,1239,33,0.737,0.272,1,1,1
37,1,1,3,3,3,1,28,3,4,2,3601.0,1236,2365.0,0.726,1802,34,0.478,0.343,1,1,1
44,0,4,2,1,1,1,36,3,3,4,8075.0,317,7758.0,0.585,2415,41,0.5770000000000001,0.039,0,1,0
49,0,1,2,3,3,1,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363,0,1,0
29,1,0,3,1,3,1,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11,0,1,0
45,1,5,1,3,4,1,38,1,2,3,6895.0,2314,4581.0,0.84,8778,85,0.604,0.336,1,1,1
37,1,2,1,1,3,1,26,4,1,2,3664.0,1449,2215.0,0.7120000000000001,4413,65,0.5479999999999999,0.395,1,1,1
50,1,1,1,3,6,1,38,4,5,3,34516.0,2076,32440.0,0.812,3647,65,0.667,0.06,1,1,1
45,1,3,4,0,5,1,31,2,1,4,20958.0,1936,19022.0,0.772,14314,99,0.768,0.092,1,1,1
38,0,2,4,1,2,1,21,4,1,2,6899.0,0,6899.0,0.7709999999999999,3848,71,0.69,0.0,1,1,1
58,0,0,3,1,2,1,46,5,4,2,1977.0,0,1977.0,0.868,2341,37,0.37,0.0,0,0,0
52,1,5,2,3,5,1,44,2,3,4,9959.0,199,9760.0,1.003,8517,60,0.5,0.02,0,1,0
52,1,2,2,0,6,1,42,1,1,3,33552.0,1252,32300.0,0.7929999999999999,14490,98,0.815,0.037000000000000005,1,1,1
63,1,0,2,1,4,1,36,2,3,1,7997.0,1096,6901.0,0.716,7747,104,0.6509999999999999,0.13699999999999998,1,1,1
45,0,5,2,0,2,1,36,1,2,3,2699.0,1583,1116.0,0.648,4071,75,0.8290000000000001,0.5870000000000001,1,1,1
51,0,3,1,0,2,1,36,5,2,2,2267.0,1357,910.0,0.6970000000000001,4464,85,0.735,0.599,1,1,1
41,0,4,4,3,3,1,29,5,2,3,3281.0,0,3281.0,0.875,2907,45,0.406,0.0,0,1,0
37,1,1,5,1,5,1,18,6,2,5,5110.0,1942,3168.0,0.7490000000000001,3028,76,0.583,0.38,1,1,1
45,0,3,1,0,3,1,36,6,1,2,2667.0,1551,1116.0,0.672,4883,85,0.735,0.5820000000000001,1,1,1
50,0,3,4,1,2,1,32,5,3,4,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,1,1,1
48,0,2,1,3,2,1,30,3,3,3,4204.0,0,4204.0,0.703,2316,43,0.536,0.0,0,0,0
41,1,4,3,0,5,1,36,4,3,0,23018.0,2168,20850.0,0.8590000000000001,1463,24,1.6669999999999998,0.094,1,1,1
41,1,2,3,3,5,1,24,4,1,3,9366.0,1104,8262.0,0.5720000000000001,1303,39,0.625,0.118,1,1,1
51,0,2,5,3,1,1,36,5,3,3,17412.0,730,16682.0,0.8370000000000001,4997,84,0.615,0.042,1,1,1
44,1,5,5,1,4,1,34,3,3,5,13477.0,2057,11420.0,0.684,3866,67,0.634,0.153,1,1,1
54,1,4,1,3,4,1,36,3,4,2,7477.0,1752,5725.0,0.294,1543,34,0.172,0.234,1,1,1
45,0,2,5,1,2,1,33,1,3,4,1492.0,0,1492.0,0.502,2469,38,0.267,0.0,0,0,0
54,1,2,1,3,5,1,43,6,3,2,5774.0,1519,4255.0,0.458,4444,70,0.667,0.263,1,1,1
59,0,0,2,1,1,1,46,5,1,4,5402.0,892,4510.0,0.782,4770,83,0.596,0.165,1,1,1
49,1,3,2,3,5,1,40,5,4,3,2509.0,450,2059.0,0.654,2239,47,0.621,0.179,0,1,0
50,0,2,5,1,1,1,41,5,2,4,4846.0,2490,2356.0,0.7879999999999999,3724,61,0.605,0.514,1,1,1
46,0,4,4,3,1,1,35,2,2,2,1438.3,0,1438.3,0.802,4659,74,1.114,0.0,1,1,1
42,0,4,4,1,3,1,36,3,1,2,2575.0,2136,439.0,0.722,5267,83,0.8859999999999999,0.83,1,1,1
44,0,1,1,1,2,1,31,6,3,1,1438.3,0,1438.3,0.561,3576,55,0.833,0.0,1,1,1
49,0,3,5,3,2,1,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0,0,0,0
46,1,4,1,1,4,1,31,4,1,4,21226.0,1202,20024.0,0.755,14103,96,0.655,0.057,1,1,1
61,0,1,5,1,2,1,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0.0,1,1,1
44,0,2,3,3,2,1,36,2,1,0,6633.0,1322,5311.0,0.698,8396,106,0.738,0.199,1,1,1
51,0,1,7,3,2,1,42,3,2,2,1438.3,0,1438.3,0.872,4211,64,0.778,0.0,1,1,1
42,0,3,5,3,2,1,37,4,2,1,2730.0,1303,1427.0,1.308,4750,76,0.9,0.477,1,1,1
47,0,3,2,1,2,1,38,5,3,4,2808.0,2264,544.0,0.544,3562,74,0.682,0.8059999999999999,1,1,1
26,0,0,1,1,1,1,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,1,1,1
45,0,5,1,3,1,1,40,3,2,2,14728.0,0,14728.0,0.708,4660,85,0.735,0.0,1,1,1
58,0,2,3,1,1,1,46,6,2,2,2395.0,1345,1050.0,0.8109999999999999,4983,84,0.867,0.562,1,1,1
44,0,4,1,3,2,1,39,1,1,1,2771.0,1779,992.0,0.841,8268,73,0.698,0.642,1,1,1
34,1,1,5,3,3,1,36,6,2,3,3735.0,1285,2450.0,1.034,1877,33,1.2,0.344,1,1,1
55,1,3,1,1,4,1,35,3,3,3,14266.0,1341,12925.0,0.309,1625,34,0.36,0.094,0,1,0
43,0,3,2,1,2,1,25,2,3,3,1616.0,966,650.0,0.647,4774,74,0.805,0.598,1,1,1
46,1,1,3,1,4,1,38,5,2,4,23996.0,2517,21479.0,0.488,1339,29,0.381,0.105,1,1,1
49,1,3,6,3,5,1,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,0,1,0
46,1,2,3,3,4,1,40,4,1,3,5265.0,0,5265.0,0.524,3281,68,0.7440000000000001,0.0,1,1,1
47,1,2,6,1,6,2,35,3,3,4,34516.0,1652,32864.0,0.7559999999999999,14738,113,0.7659999999999999,0.048,1,1,1
41,1,2,3,3,4,1,36,4,3,2,6062.0,761,5301.0,0.307,3877,66,0.375,0.126,1,1,1
57,1,1,3,3,5,1,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,1,1,1
33,1,3,3,1,3,1,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277,1,1,1
44,0,3,1,3,1,1,25,6,1,3,19897.0,2232,17665.0,0.672,3979,63,0.5,0.112,1,1,1
59,1,1,4,1,3,1,48,6,3,3,7251.0,1603,5648.0,0.591,1300,36,0.8,0.221,1,1,1
50,0,3,1,1,3,1,36,5,3,3,12740.0,1173,11567.0,1.04,3441,55,0.7190000000000001,0.092,1,1,1
55,0,1,7,3,1,1,39,1,3,3,12972.0,1424,11548.0,0.525,2238,36,0.2,0.11,0,1,0
58,0,2,3,1,2,1,50,4,3,4,1438.3,818,620.3,0.917,4196,71,1.088,0.569,1,1,1
48,0,3,2,1,2,1,36,3,3,3,1438.3,965,473.3,0.544,4182,81,0.723,0.6709999999999999,1,1,1
43,1,2,5,1,5,1,35,2,2,2,5858.0,961,4897.0,0.657,7916,82,0.708,0.16399999999999998,1,1,1
49,1,1,5,3,3,1,40,6,1,4,14973.0,0,14973.0,0.895,4517,59,0.439,0.0,0,1,0
50,0,0,5,3,2,1,43,4,1,2,2393.0,1499,894.0,0.784,4755,82,0.745,0.626,1,1,1
36,0,2,2,1,1,1,23,3,1,0,1954.0,1179,775.0,0.867,3896,67,0.718,0.603,1,1,1
39,1,3,1,1,5,2,36,5,3,2,34516.0,1900,32616.0,1.002,1668,36,0.7140000000000001,0.055,1,1,1
33,1,3,5,3,4,1,36,5,1,3,1726.0,1215,511.0,1.175,1712,48,0.5479999999999999,0.7040000000000001,1,1,1
50,0,0,6,2,2,1,36,3,4,1,3468.0,2221,1247.0,0.7829999999999999,14222,122,0.627,0.64,1,1,1
52,0,3,3,3,1,1,38,2,1,2,3505.0,2517,988.0,0.612,5034,79,0.6809999999999999,0.718,1,1,1
47,0,3,2,1,1,1,35,1,4,3,2446.0,1899,547.0,0.7140000000000001,5347,87,0.74,0.7759999999999999,1,1,1
61,1,1,5,1,1,1,56,5,3,2,4235.0,1675,2560.0,1.079,3862,76,0.949,0.396,1,1,1
57,1,1,5,1,4,1,44,3,3,2,9843.0,1273,8570.0,0.563,3677,66,0.5710000000000001,0.129,1,1,1
39,0,2,5,3,3,1,26,4,1,1,3649.0,929,2720.0,0.633,3964,77,0.75,0.255,1,1,1
44,1,4,5,2,4,1,32,6,3,2,11651.0,1368,10283.0,0.563,3870,64,0.561,0.117,1,1,1
40,1,3,3,3,4,1,28,2,2,3,13452.0,2517,10935.0,0.7809999999999999,7582,69,0.917,0.187,1,1,1
38,0,3,3,1,3,1,25,1,1,2,3040.0,1908,1132.0,0.758,5616,73,0.659,0.628,1,1,1
34,1,3,3,3,3,1,29,6,3,3,2937.0,869,2068.0,1.493,2171,45,0.875,0.29600000000000004,1,1,1
39,0,1,4,1,1,1,36,6,1,1,22125.0,0,22125.0,0.645,1994,57,0.727,0.0,1,1,1
48,0,3,5,2,2,1,31,6,2,2,9816.0,0,9816.0,0.6729999999999999,3489,81,0.528,0.0,1,1,1
40,0,1,1,3,2,1,36,1,2,2,6540.0,0,6540.0,0.723,7919,88,0.6,0.0,1,1,1
53,0,3,5,3,2,1,47,4,1,2,1562.0,751,811.0,0.925,4574,81,0.976,0.481,1,1,1
37,0,1,3,1,1,1,36,3,2,3,6730.0,1093,5637.0,1.01,4814,89,0.8540000000000001,0.162,1,1,1
50,0,1,1,3,1,1,31,5,3,1,3668.0,0,3668.0,0.62,4430,76,0.617,0.0,1,1,1
41,1,1,5,1,5,1,29,5,1,3,21684.0,1748,19936.0,0.715,1329,24,0.6,0.081,1,1,1
42,0,3,2,3,1,1,30,3,2,1,3549.0,0,3549.0,0.584,3921,63,0.8,0.0,1,1,1
54,0,3,2,3,3,1,49,3,1,3,1626.0,0,1626.0,0.664,4830,87,0.642,0.0,1,1,1
40,0,5,5,3,2,1,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.6920000000000001,0.765,1,1,1
47,1,5,3,3,4,1,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.6409999999999999,0.145,1,1,1
43,1,2,5,1,5,1,36,4,1,4,13430.0,2356,11074.0,0.718,3717,67,0.675,0.175,1,1,1
47,1,3,5,3,2,1,41,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3,1,1,1
46,1,3,3,1,4,1,39,4,1,4,23642.0,2049,21593.0,0.7190000000000001,3139,54,0.636,0.087,1,1,1
44,0,4,3,1,3,1,36,3,2,2,2055.0,0,2055.0,0.975,7674,80,0.633,0.0,1,1,1
45,1,3,5,3,5,2,36,6,2,3,34516.0,0,34516.0,0.534,3530,68,0.659,0.0,1,1,1
43,1,4,2,3,6,2,36,1,2,1,34516.0,1816,32700.0,0.995,15226,113,0.7120000000000001,0.053,1,1,1
44,0,1,5,0,2,1,32,3,3,3,1780.0,1338,442.0,0.966,4268,87,0.6729999999999999,0.752,1,1,1
56,0,3,3,3,2,1,47,6,3,4,2865.0,2022,843.0,0.547,3441,66,0.65,0.706,1,1,1
46,0,3,2,1,1,1,35,2,3,3,1706.0,0,1706.0,0.726,2320,42,0.448,0.0,0,0,0
45,1,2,1,1,4,2,26,6,3,2,32349.0,1630,30719.0,0.6459999999999999,1343,41,0.519,0.05,1,1,1
54,0,5,3,3,1,1,44,5,3,3,5342.0,605,4737.0,0.691,2426,46,0.394,0.113,0,1,0
42,0,1,1,3,2,1,37,3,3,0,1438.3,0,1438.3,0.72,4154,78,0.8140000000000001,0.0,1,1,1
39,1,5,1,3,5,1,36,4,3,3,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,1,1,1
34,1,3,1,0,5,1,24,6,3,3,8628.0,1500,7128.0,0.688,2902,60,0.818,0.174,1,1,1
50,1,3,5,3,6,1,38,5,2,4,34516.0,1662,32854.0,0.504,3806,76,0.9,0.048,1,1,1
39,0,2,4,3,3,1,29,5,3,2,1438.3,722,716.3,0.894,4983,53,1.12,0.502,1,1,1
52,0,2,4,2,3,3,43,2,2,3,23981.0,2114,21867.0,0.721,15281,100,0.7240000000000001,0.08800000000000001,1,1,1
36,1,2,5,3,4,1,17,5,2,3,3092.0,1825,1267.0,1.46,2883,61,0.488,0.59,1,1,1
41,1,3,5,3,6,2,36,3,3,2,34516.0,1453,33063.0,0.35700000000000004,4147,76,0.949,0.042,1,1,1
55,1,0,1,1,4,1,36,3,3,3,1467.0,0,1467.0,0.7390000000000001,4226,74,0.85,0.0,1,1,1
45,0,4,6,0,2,1,36,6,3,1,2192.0,1464,728.0,0.66,4905,89,0.978,0.6679999999999999,1,1,1
57,0,3,4,1,3,1,36,3,1,3,8184.0,1508,6676.0,0.789,4134,71,0.821,0.184,1,1,1
54,0,2,5,3,3,1,44,3,4,2,1606.0,0,1606.0,0.763,2258,37,0.609,0.0,0,0,0
45,0,5,2,1,2,1,32,3,3,0,2859.0,1776,1083.0,0.79,4440,79,0.7559999999999999,0.621,1,1,1
37,1,3,3,1,5,1,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.8540000000000001,0.31,1,1,1
64,0,1,3,2,1,1,36,3,3,1,18038.0,1184,16854.0,0.8270000000000001,4168,64,0.6,0.066,1,1,1
48,0,3,5,1,1,1,36,3,3,1,1630.0,1243,387.0,0.4,1884,43,0.303,0.763,0,1,0
50,1,2,2,1,5,1,42,3,3,4,1645.0,0,1645.0,0.7709999999999999,3838,60,0.463,0.0,1,1,1
62,0,1,4,3,2,1,44,3,2,3,2378.0,1610,768.0,0.448,1807,45,0.607,0.677,1,1,1
52,1,2,1,3,5,1,41,6,4,3,7904.0,0,7904.0,0.7120000000000001,2094,32,0.231,0.0,0,0,0
62,0,0,5,2,2,1,56,3,1,1,2230.0,1716,514.0,0.8109999999999999,4027,75,0.5,0.77,1,1,1
42,0,2,2,1,2,1,23,4,2,3,1443.0,0,1443.0,0.529,2092,38,0.31,0.0,0,0,0
51,0,1,3,3,2,1,38,1,1,2,5189.0,1171,4018.0,0.732,16563,94,0.741,0.226,1,1,1
49,0,3,1,1,2,1,37,2,2,2,5855.0,0,5855.0,0.962,9202,80,0.86,0.0,0,1,0
49,1,4,4,1,4,1,35,1,2,2,17350.0,1817,15533.0,0.816,16132,118,0.873,0.105,1,1,1
39,0,2,2,3,2,1,26,5,3,2,3471.0,2517,954.0,0.743,1771,34,0.889,0.725,1,1,1
50,1,3,2,1,6,1,38,6,3,3,22304.0,1333,20971.0,0.463,5002,60,0.5,0.06,1,1,1
43,0,4,3,0,2,2,31,6,2,2,13651.0,0,13651.0,1.046,9772,71,0.775,0.0,0,1,0
43,1,2,5,1,5,1,36,2,2,1,34427.0,1613,32814.0,0.7040000000000001,13545,112,0.672,0.047,1,1,1
45,1,4,3,1,5,1,34,3,2,3,15913.0,1696,14217.0,0.632,4472,86,0.792,0.107,1,1,1
45,1,4,5,1,5,1,33,3,5,3,31458.0,1202,30256.0,0.6729999999999999,4202,66,0.61,0.038,1,1,1
44,1,2,3,0,4,2,39,1,2,3,34516.0,1601,32915.0,0.6859999999999999,7491,86,0.72,0.046,1,1,1
55,0,2,3,3,2,1,45,5,2,0,3187.0,2517,670.0,1.144,1627,38,0.652,0.79,1,1,1
36,0,4,2,3,3,1,31,5,2,3,2517.0,1336,1181.0,0.755,5211,83,0.804,0.531,1,1,1
51,1,4,4,1,6,3,33,2,2,2,34516.0,1848,32668.0,0.775,14149,103,0.6890000000000001,0.054000000000000006,1,1,1
45,0,4,5,3,1,1,35,4,2,2,2705.0,0,2705.0,0.736,4749,80,0.778,0.0,1,1,1
48,0,1,4,3,2,1,38,5,2,2,1832.0,748,1084.0,0.879,4376,87,0.812,0.408,1,1,1
61,1,0,2,3,5,1,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.7829999999999999,0.238,1,1,1
44,0,2,1,3,2,1,30,3,1,4,3734.0,0,3734.0,0.954,3144,62,0.722,0.0,1,1,1
52,0,2,1,3,2,1,36,6,3,1,2451.0,1733,718.0,0.7240000000000001,5283,90,0.698,0.7070000000000001,1,1,1
